date,survey,survey_n,transect_type,transect,meter,mean_sediment_depth_cm,max_sediment_depth_cm,n_replicates,monitoring_phase,monitoring_type,source_file,source_file_name,baseline_mean_cm,baseline_max_cm,lat_dd,lon_dd,mean_delta_from_baseline_cm,max_delta_from_baseline_cm,mean_delta_class,max_delta_class,sedimentation_impact,main_50m_segment
2025-09-24,Baseline,0,Adjacent,ACER_NS,40,0,0,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0,0,26.100776800000002,-80.101494,0,0,0 to 1.5 mm,0 to 1.5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,41,0,0,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0,0,26.100768220000003,-80.1014928,0,0,0 to 1.5 mm,0 to 1.5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,42,0.3333333333333333,1,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0.3333333333333333,1,26.10075964,-80.1014916,0,0.6666666666666667,0 to 1.5 mm,>5 mm to 1 cm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,43,0,0,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0,0,26.10075106,-80.1014904,0,0,0 to 1.5 mm,0 to 1.5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,44,0.3333333333333333,1,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0.3333333333333333,1,26.10074248,-80.1014892,0,0.6666666666666667,0 to 1.5 mm,>5 mm to 1 cm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,45,0,0,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0,0,26.1007339,-80.101488,0,0,0 to 1.5 mm,0 to 1.5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,46,0,0,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0,0,26.100725320000002,-80.1014868,0,0,0 to 1.5 mm,0 to 1.5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,47,0.3333333333333333,1,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0.3333333333333333,1,26.100716740000003,-80.1014856,0,0.6666666666666667,0 to 1.5 mm,>5 mm to 1 cm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,48,0,0,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0,0,26.10070816,-80.1014844,0,0,0 to 1.5 mm,0 to 1.5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,49,0.6666666666666666,2,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0.6666666666666666,2,26.10069958,-80.1014832,0,1.3333333333333335,0 to 1.5 mm,>1 cm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,50,0,0,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0,0,26.100691,-80.101482,0,0,0 to 1.5 mm,0 to 1.5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,51,0.16666666666666666,0.5,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0.16666666666666666,0.5,26.10068176,-80.10148152000001,0,0.33333333333333337,0 to 1.5 mm,>1.5 to 5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,52,0.8333333333333334,2,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0.8333333333333334,2,26.10067252,-80.10148104000001,0,1.1666666666666665,0 to 1.5 mm,>1 cm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,53,0,0,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0,0,26.100663280000003,-80.10148056,0,0,0 to 1.5 mm,0 to 1.5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,54,0,0,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0,0,26.100654040000002,-80.10148008,0,0,0 to 1.5 mm,0 to 1.5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,55,0,0,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0,0,26.1006448,-80.1014796,0,0,0 to 1.5 mm,0 to 1.5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,56,1.6666666666666667,2.5,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,1.6666666666666667,2.5,26.10063556,-80.10147912000001,0,0.8333333333333333,0 to 1.5 mm,>5 mm to 1 cm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,57,1.3333333333333333,4,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,1.3333333333333333,4,26.10062632,-80.10147864,0,2.666666666666667,0 to 1.5 mm,>1 cm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,58,0,0,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0,0,26.10061708,-80.10147816,0,0,0 to 1.5 mm,0 to 1.5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,59,2,2.5,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,2,2.5,26.100607840000002,-80.10147768,0,0.5,0 to 1.5 mm,>1.5 to 5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,60,0,0,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0,0,26.1005986,-80.1014772,0,0,0 to 1.5 mm,0 to 1.5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,61,0,0,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0,0,26.10058936,-80.10147672000001,0,0,0 to 1.5 mm,0 to 1.5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,62,0.6666666666666666,2,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0.6666666666666666,2,26.10058012,-80.10147624,0,1.3333333333333335,0 to 1.5 mm,>1 cm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,63,0,0,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0,0,26.10057088,-80.10147576,0,0,0 to 1.5 mm,0 to 1.5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,64,0,0,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0,0,26.100561640000002,-80.10147528,0,0,0 to 1.5 mm,0 to 1.5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,65,1,2,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,1,2,26.1005524,-80.1014748,0,1,0 to 1.5 mm,>5 mm to 1 cm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,66,0.6666666666666666,2,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0.6666666666666666,2,26.10054316,-80.10147432,0,1.3333333333333335,0 to 1.5 mm,>1 cm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,67,0,0,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0,0,26.10053392,-80.10147384,0,0,0 to 1.5 mm,0 to 1.5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,68,0.6666666666666666,2,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0.6666666666666666,2,26.10052468,-80.10147336,0,1.3333333333333335,0 to 1.5 mm,>1 cm,FALSE,FALSE
